coords,alt,time
"(42.453853, -6.023563)",841.652,2017-05-07 08:04:09+00:00
"(42.453812, -6.024199)",841.539,2017-05-07 08:04:20+00:00
"(42.453874, -6.025378)",837.355,2017-05-07 08:04:38+00:00
"(42.4542, -6.025557)",839.207,2017-05-07 08:04:45+00:00
"(42.45432, -6.025899)",840.117,2017-05-07 08:04:50+00:00
"(42.454641, -6.029744)",836.708,2017-05-07 08:05:56+00:00
"(42.454536, -6.029854)",836.326,2017-05-07 08:06:26+00:00
"(42.454738, -6.033775)",844.344,2017-05-07 08:07:25+00:00
"(42.45589, -6.042386)",840.031,2017-05-07 08:10:11+00:00
"(42.455768, -6.043332)",843.211,2017-05-07 08:10:26+00:00
"(42.455889, -6.043917)",842.288,2017-05-07 08:10:57+00:00
"(42.455268, -6.044418)",841.057,2017-05-07 08:11:12+00:00
"(42.45467, -6.044445)",840.041,2017-05-07 08:11:34+00:00
"(42.454633, -6.04469)",840.038,2017-05-07 08:11:43+00:00
"(42.454445, -6.044448)",840.017,2017-05-07 08:12:14+00:00
"(42.454587, -6.04464)",840.087,2017-05-07 08:12:29+00:00
"(42.454321, -6.044641)",840.015,2017-05-07 08:13:05+00:00
"(42.454663, -6.04515)",841.708,2017-05-07 08:13:42+00:00
"(42.45473, -6.046471)",844.072,2017-05-07 08:14:05+00:00
"(42.454563, -6.046601)",843.41,2017-05-07 08:14:11+00:00
"(42.454081, -6.04637)",843.047,2017-05-07 08:14:23+00:00
"(42.453834, -6.046511)",842.697,2017-05-07 08:14:30+00:00
"(42.454688, -6.048136)",839.934,2017-05-07 08:15:26+00:00
"(42.453997, -6.048826)",841.293,2017-05-07 08:15:44+00:00
"(42.4535, -6.0503)",851.967,2017-05-07 08:16:12+00:00
"(42.452706, -6.050306)",853.824,2017-05-07 08:16:40+00:00
"(42.453122, -6.050611)",861.434,2017-05-07 08:17:15+00:00
"(42.453098, -6.051479)",867.755,2017-05-07 08:18:21+00:00
"(42.454131, -6.0524)",871.11,2017-05-07 08:19:25+00:00
"(42.454862, -6.053474)",874.808,2017-05-07 08:21:11+00:00
"(42.456182, -6.054345)",873.044,2017-05-07 08:22:09+00:00
"(42.456341, -6.05514)",871.142,2017-05-07 08:22:29+00:00
"(42.456568, -6.055531)",871.689,2017-05-07 08:22:41+00:00
"(42.456825, -6.055777)",871.729,2017-05-07 08:22:51+00:00
"(42.457167, -6.055607)",871.256,2017-05-07 08:23:06+00:00
"(42.457482, -6.055666)",871.025,2017-05-07 08:23:59+00:00
"(42.457393, -6.055548)",871.049,2017-05-07 08:28:12+00:00
"(42.457463, -6.055714)",871.056,2017-05-07 08:28:54+00:00
"(42.457408, -6.055537)",871.097,2017-05-07 08:34:05+00:00
"(42.457444, -6.055745)",871.023,2017-05-07 08:34:33+00:00
"(42.457673, -6.055667)",870.825,2017-05-07 08:37:18+00:00
"(42.457502, -6.055668)",871.008,2017-05-07 09:08:53+00:00
"(42.45754, -6.055903)",870.99,2017-05-07 09:14:28+00:00
"(42.457373, -6.056036)",871.398,2017-05-07 09:16:18+00:00
"(42.457436, -6.0566)",872.815,2017-05-07 09:17:13+00:00
"(42.45759, -6.056797)",873.365,2017-05-07 09:18:08+00:00
"(42.457882, -6.05679)",872.682,2017-05-07 09:18:51+00:00
"(42.457556, -6.056629)",872.961,2017-05-07 09:21:37+00:00
"(42.457691, -6.056481)",872.345,2017-05-07 09:22:01+00:00
"(42.457497, -6.056788)",873.412,2017-05-07 09:22:11+00:00
"(42.457705, -6.057379)",873.664,2017-05-07 09:22:30+00:00
"(42.457507, -6.057453)",874.006,2017-05-07 09:24:44+00:00
"(42.457424, -6.057062)",873.616,2017-05-07 09:25:27+00:00
"(42.457573, -6.057443)",873.808,2017-05-07 09:26:03+00:00
"(42.457385, -6.05778)",873.647,2017-05-07 09:27:00+00:00
"(42.457115, -6.057576)",873.095,2017-05-07 09:27:15+00:00
"(42.456542, -6.058115)",875.492,2017-05-07 09:27:36+00:00
"(42.456512, -6.058322)",875.042,2017-05-07 09:27:40+00:00
"(42.458757, -6.062165)",876.569,2017-05-07 09:29:22+00:00
"(42.459117, -6.06243)",876.218,2017-05-07 09:29:57+00:00
"(42.458573, -6.065232)",874.212,2017-05-07 09:30:47+00:00
"(42.458693, -6.068528)",865.389,2017-05-07 09:31:15+00:00
"(42.459371, -6.073599)",857.598,2017-05-07 09:32:06+00:00
"(42.45915, -6.076321)",855.015,2017-05-07 09:32:39+00:00
"(42.459269, -6.080884)",859.426,2017-05-07 09:33:41+00:00
"(42.45917, -6.080944)",859.008,2017-05-07 09:34:22+00:00
"(42.459338, -6.081061)",860.15,2017-05-07 09:34:34+00:00
"(42.461456, -6.090957)",865.558,2017-05-07 09:38:34+00:00
"(42.461657, -6.092931)",867.465,2017-05-07 09:39:05+00:00
"(42.461726, -6.096303)",869.045,2017-05-07 09:39:50+00:00
"(42.460672, -6.098076)",869.672,2017-05-07 09:40:25+00:00
"(42.460387, -6.098879)",870.651,2017-05-07 09:40:38+00:00
"(42.460492, -6.09936)",870.995,2017-05-07 09:40:48+00:00
"(42.460348, -6.101969)",872.942,2017-05-07 09:41:31+00:00
"(42.459385, -6.106226)",883.348,2017-05-07 09:43:17+00:00
"(42.457146, -6.119445)",903.361,2017-05-07 09:48:08+00:00
"(42.455574, -6.126447)",913.217,2017-05-07 09:51:08+00:00
"(42.454897, -6.131849)",925.408,2017-05-07 09:53:09+00:00
"(42.455004, -6.142123)",952.635,2017-05-07 09:57:53+00:00
"(42.454825, -6.14491)",960.743,2017-05-07 09:59:05+00:00
"(42.455306, -6.14751)",967.98,2017-05-07 10:00:07+00:00
"(42.455423, -6.149072)",969.62,2017-05-07 10:00:40+00:00
"(42.455233, -6.154924)",974.847,2017-05-07 10:03:00+00:00
"(42.455119, -6.156195)",976.656,2017-05-07 10:05:13+00:00
"(42.455016, -6.156143)",976.96,2017-05-07 10:07:25+00:00
"(42.455112, -6.157715)",978.557,2017-05-07 10:08:23+00:00
"(42.455438, -6.1599)",985.042,2017-05-07 10:09:16+00:00
"(42.455617, -6.16264)",984.522,2017-05-07 10:10:11+00:00
"(42.458237, -6.175677)",997.714,2017-05-07 10:14:39+00:00
"(42.459448, -6.183231)",1000.408,2017-05-07 10:16:41+00:00
"(42.460084, -6.185231)",997.965,2017-05-07 10:17:10+00:00
"(42.461066, -6.192025)",1010.193,2017-05-07 10:19:23+00:00
"(42.461079, -6.198559)",1018.78,2017-05-07 10:22:13+00:00
"(42.461397, -6.2002)",1018.09,2017-05-07 10:22:43+00:00
"(42.461718, -6.203206)",1016.467,2017-05-07 10:23:36+00:00
"(42.461953, -6.204274)",1016.056,2017-05-07 10:23:55+00:00
"(42.462723, -6.205784)",1017.89,2017-05-07 10:24:22+00:00
"(42.462794, -6.207087)",1017.177,2017-05-07 10:24:56+00:00
"(42.463033, -6.207872)",1016.925,2017-05-07 10:25:23+00:00
"(42.462811, -6.208332)",1016.126,2017-05-07 10:26:03+00:00
"(42.462551, -6.208377)",1015.308,2017-05-07 10:26:14+00:00
"(42.462898, -6.211036)",1015.908,2017-05-07 10:27:28+00:00
"(42.462795, -6.210866)",1015.143,2017-05-07 10:28:26+00:00
"(42.463083, -6.215257)",1013.321,2017-05-07 10:29:24+00:00
"(42.463588, -6.217469)",1012.118,2017-05-07 10:29:59+00:00
"(42.464445, -6.218618)",1015.048,2017-05-07 10:30:40+00:00
"(42.463947, -6.221718)",1027.225,2017-05-07 10:32:03+00:00
"(42.464083, -6.224562)",1027.124,2017-05-07 10:33:06+00:00
"(42.468204, -6.236023)",1055.218,2017-05-07 10:38:06+00:00
"(42.471752, -6.244902)",1067.275,2017-05-07 10:42:30+00:00
"(42.472551, -6.247657)",1065.964,2017-05-07 10:43:13+00:00
"(42.473201, -6.250581)",1064.106,2017-05-07 10:44:02+00:00
"(42.474214, -6.252644)",1068.016,2017-05-07 10:45:06+00:00
"(42.474104, -6.254402)",1063.308,2017-05-07 10:46:09+00:00
"(42.474136, -6.254219)",1062.487,2017-05-07 10:46:15+00:00
"(42.474223, -6.255546)",1069.045,2017-05-07 10:47:00+00:00
"(42.476587, -6.259544)",1099.542,2017-05-07 10:50:21+00:00
"(42.477811, -6.261208)",1104.172,2017-05-07 10:51:33+00:00
"(42.479073, -6.270327)",1104.869,2017-05-07 10:53:36+00:00
"(42.478908, -6.272814)",1108.948,2017-05-07 10:54:54+00:00
"(42.47949, -6.274862)",1115.272,2017-05-07 10:55:59+00:00
"(42.480253, -6.278704)",1122.919,2017-05-07 10:58:13+00:00
"(42.481496, -6.281072)",1134.764,2017-05-07 10:59:51+00:00
"(42.482027, -6.283023)",1144.606,2017-05-07 11:03:30+00:00
"(42.480628, -6.284475)",1147.316,2017-05-07 11:05:02+00:00
"(42.480944, -6.284348)",1147.108,2017-05-08 04:54:35+00:00
"(42.481143, -6.28514)",1149.137,2017-05-08 04:55:08+00:00
"(42.480504, -6.292134)",1162.855,2017-05-08 04:59:38+00:00
"(42.480864, -6.293283)",1168.592,2017-05-08 05:00:12+00:00
"(42.482511, -6.296451)",1183.242,2017-05-08 05:01:55+00:00
"(42.483092, -6.297886)",1191.579,2017-05-08 05:02:52+00:00
"(42.485285, -6.301517)",1210.758,2017-05-08 05:05:28+00:00
"(42.486545, -6.304926)",1235.332,2017-05-08 05:07:47+00:00
"(42.487424, -6.306485)",1243.929,2017-05-08 05:08:46+00:00
"(42.487568, -6.307466)",1250.025,2017-05-08 05:09:20+00:00
"(42.487376, -6.308291)",1252.626,2017-05-08 05:10:11+00:00
"(42.486186, -6.309237)",1252.108,2017-05-08 05:11:08+00:00
"(42.485995, -6.310668)",1261.908,2017-05-08 05:11:58+00:00
"(42.486359, -6.311943)",1266.773,2017-05-08 05:12:44+00:00
"(42.488218, -6.314248)",1283.191,2017-05-08 05:14:39+00:00
"(42.487945, -6.315423)",1286.558,2017-05-08 05:15:23+00:00
"(42.488302, -6.317058)",1294.818,2017-05-08 05:16:11+00:00
"(42.489049, -6.318352)",1301.835,2017-05-08 05:16:58+00:00
"(42.489803, -6.319104)",1312.034,2017-05-08 05:17:42+00:00
"(42.489863, -6.319472)",1313.798,2017-05-08 05:17:56+00:00
"(42.489536, -6.32051)",1316.745,2017-05-08 05:18:35+00:00
"(42.489506, -6.321603)",1318.392,2017-05-08 05:19:12+00:00
"(42.489817, -6.322528)",1322.573,2017-05-08 05:20:12+00:00
"(42.490742, -6.323884)",1330.82,2017-05-08 05:21:10+00:00
"(42.49129, -6.32626)",1340.708,2017-05-08 05:22:07+00:00
"(42.491299, -6.326593)",1343.37,2017-05-08 05:22:15+00:00
"(42.491055, -6.32708)",1347.718,2017-05-08 05:22:29+00:00
"(42.489795, -6.327874)",1348.475,2017-05-08 05:23:26+00:00
"(42.489301, -6.328699)",1353.225,2017-05-08 05:24:25+00:00
"(42.489129, -6.329228)",1356.052,2017-05-08 05:24:45+00:00
"(42.489088, -6.330777)",1365.971,2017-05-08 05:25:35+00:00
"(42.489291, -6.331663)",1370.845,2017-05-08 05:26:07+00:00
"(42.49013, -6.332995)",1377.342,2017-05-08 05:27:07+00:00
"(42.491159, -6.33394)",1387.374,2017-05-08 05:27:59+00:00
"(42.491341, -6.334274)",1388.156,2017-05-08 05:28:12+00:00
"(42.491386, -6.334698)",1388.921,2017-05-08 05:28:26+00:00
"(42.490805, -6.33577)",1391.008,2017-05-08 05:29:09+00:00
"(42.490568, -6.336944)",1397.268,2017-05-08 05:29:51+00:00
"(42.490699, -6.338392)",1406.196,2017-05-08 05:30:44+00:00
"(42.491419, -6.341486)",1419.983,2017-05-08 05:32:32+00:00
"(42.491559, -6.341782)",1422.773,2017-05-08 05:32:45+00:00
"(42.491855, -6.341888)",1424.77,2017-05-08 05:33:02+00:00
"(42.493087, -6.341962)",1432.639,2017-05-08 05:34:07+00:00
"(42.49398, -6.341561)",1438.323,2017-05-08 05:34:55+00:00
"(42.494602, -6.341776)",1439.81,2017-05-08 05:35:18+00:00
"(42.49514, -6.342645)",1446.173,2017-05-08 05:35:57+00:00
"(42.495567, -6.344041)",1457.085,2017-05-08 05:36:51+00:00
"(42.494595, -6.349871)",1493.713,2017-05-08 05:40:58+00:00
"(42.493708, -6.350469)",1500.508,2017-05-08 05:41:36+00:00
"(42.493211, -6.351011)",1498.848,2017-05-08 05:41:52+00:00
"(42.492629, -6.351807)",1497.136,2017-05-08 05:42:08+00:00
"(42.491984, -6.353061)",1494.393,2017-05-08 05:42:26+00:00
"(42.491761, -6.353602)",1491.783,2017-05-08 05:42:32+00:00
"(42.491598, -6.354672)",1484.57,2017-05-08 05:42:40+00:00
"(42.490695, -6.355887)",1486.019,2017-05-08 05:43:03+00:00
"(42.490464, -6.358274)",1491.983,2017-05-08 05:43:53+00:00
"(42.489888, -6.359701)",1492.52,2017-05-08 05:44:16+00:00
"(42.488913, -6.361156)",1496.491,2017-05-08 05:44:50+00:00
"(42.488994, -6.361291)",1497.981,2017-05-08 05:47:15+00:00
"(42.488848, -6.361459)",1498.119,2017-05-08 05:49:34+00:00
"(42.488979, -6.361342)",1498.308,2017-05-08 05:51:12+00:00
"(42.488886, -6.361188)",1496.58,2017-05-08 05:53:39+00:00
"(42.488743, -6.361416)",1497.038,2017-05-08 05:54:21+00:00
"(42.488701, -6.361998)",1497.275,2017-05-08 05:55:56+00:00
"(42.488791, -6.36177)",1498.615,2017-05-08 05:57:01+00:00
"(42.488573, -6.361874)",1495.612,2017-05-08 05:57:15+00:00
"(42.488514, -6.362225)",1494.971,2017-05-08 05:57:24+00:00
"(42.488576, -6.362057)",1495.695,2017-05-08 05:57:32+00:00
"(42.488633, -6.362176)",1496.252,2017-05-08 05:57:50+00:00
"(42.48854, -6.362089)",1495.298,2017-05-08 05:58:47+00:00
"(42.488478, -6.362514)",1494.015,2017-05-08 06:01:02+00:00
"(42.488571, -6.363717)",1489.526,2017-05-08 06:01:18+00:00
"(42.48917, -6.366197)",1479.708,2017-05-08 06:01:44+00:00
"(42.489008, -6.368218)",1473.98,2017-05-08 06:02:00+00:00
"(42.489049, -6.369932)",1473.518,2017-05-08 06:02:15+00:00
"(42.489941, -6.372843)",1479.065,2017-05-08 06:02:57+00:00
"(42.489815, -6.373312)",1479.345,2017-05-08 06:03:08+00:00
"(42.488944, -6.374181)",1475.212,2017-05-08 06:03:28+00:00
"(42.488432, -6.375252)",1473.781,2017-05-08 06:03:40+00:00
"(42.4883, -6.375754)",1472.725,2017-05-08 06:03:45+00:00
"(42.488403, -6.378007)",1462.972,2017-05-08 06:04:39+00:00
"(42.488276, -6.378578)",1464.231,2017-05-08 06:04:46+00:00
"(42.487706, -6.379233)",1464.461,2017-05-08 06:04:57+00:00
"(42.48739, -6.380356)",1465.907,2017-05-08 06:05:11+00:00
"(42.487458, -6.381625)",1458.608,2017-05-08 06:05:30+00:00
"(42.488163, -6.384438)",1448.874,2017-05-08 06:06:30+00:00
"(42.489289, -6.385174)",1446.992,2017-05-08 06:06:44+00:00
"(42.48966, -6.385937)",1444.989,2017-05-08 06:07:24+00:00
"(42.490263, -6.38669)",1441.789,2017-05-08 06:07:57+00:00
"(42.490532, -6.3876)",1438.296,2017-05-08 06:08:09+00:00
"(42.490439, -6.388537)",1433.975,2017-05-08 06:08:38+00:00
"(42.490126, -6.389563)",1434.729,2017-05-08 06:08:52+00:00
"(42.490244, -6.390906)",1440.916,2017-05-08 06:09:45+00:00
"(42.490426, -6.391481)",1446.733,2017-05-08 06:10:10+00:00
"(42.491379, -6.392705)",1450.623,2017-05-08 06:10:50+00:00
"(42.491625, -6.393266)",1452.815,2017-05-08 06:11:01+00:00
"(42.491314, -6.394101)",1450.608,2017-05-08 06:11:27+00:00
"(42.491328, -6.394697)",1453.294,2017-05-08 06:11:44+00:00
"(42.49188, -6.396573)",1459.612,2017-05-08 06:12:33+00:00
"(42.492578, -6.39791)",1461.369,2017-05-08 06:12:58+00:00
"(42.492199, -6.399301)",1460.819,2017-05-08 06:13:25+00:00
"(42.492742, -6.402576)",1463.446,2017-05-08 06:14:44+00:00
"(42.492404, -6.404792)",1465.655,2017-05-08 06:15:42+00:00
"(42.492199, -6.40536)",1472.069,2017-05-08 06:15:58+00:00
"(42.491829, -6.405637)",1473.616,2017-05-08 06:16:11+00:00
"(42.490893, -6.405811)",1473.951,2017-05-08 06:16:42+00:00
"(42.490379, -6.406198)",1480.901,2017-05-08 06:17:14+00:00
"(42.489867, -6.406326)",1481.711,2017-05-08 06:17:54+00:00
"(42.489428, -6.406829)",1487.608,2017-05-08 06:18:48+00:00
"(42.490327, -6.409857)",1492.696,2017-05-08 06:19:59+00:00
"(42.490407, -6.410999)",1492.354,2017-05-08 06:20:14+00:00
"(42.490062, -6.412143)",1494.131,2017-05-08 06:20:27+00:00
"(42.489486, -6.413123)",1497.341,2017-05-08 06:20:51+00:00
"(42.489355, -6.417951)",1502.328,2017-05-08 06:22:21+00:00
"(42.48925, -6.418253)",1504.057,2017-05-08 06:22:28+00:00
"(42.488348, -6.419118)",1500.491,2017-05-08 06:23:00+00:00
"(42.487919, -6.419992)",1503.028,2017-05-08 06:23:39+00:00
"(42.487963, -6.420561)",1502.081,2017-05-08 06:23:56+00:00
"(42.488802, -6.42289)",1492.761,2017-05-08 06:24:20+00:00
"(42.488753, -6.42425)",1485.517,2017-05-08 06:24:29+00:00
"(42.489438, -6.426599)",1471.508,2017-05-08 06:25:30+00:00
"(42.490929, -6.428605)",1438.459,2017-05-08 06:25:50+00:00
"(42.491733, -6.4318)",1411.197,2017-05-08 06:26:10+00:00
"(42.491638, -6.432763)",1404.934,2017-05-08 06:26:16+00:00
"(42.490817, -6.436032)",1395.724,2017-05-08 06:26:39+00:00
"(42.490508, -6.439633)",1375.681,2017-05-08 06:27:43+00:00
"(42.490254, -6.440018)",1374.78,2017-05-08 06:27:48+00:00
"(42.489464, -6.440599)",1369.334,2017-05-08 06:27:58+00:00
"(42.489134, -6.44123)",1367.461,2017-05-08 06:28:11+00:00
"(42.490173, -6.442157)",1367.911,2017-05-08 06:29:00+00:00
"(42.491538, -6.442772)",1356.021,2017-05-08 06:29:40+00:00
"(42.491902, -6.442639)",1353.503,2017-05-08 06:29:45+00:00
"(42.492395, -6.441828)",1357.408,2017-05-08 06:29:54+00:00
"(42.492673, -6.441705)",1356.962,2017-05-08 06:29:58+00:00
"(42.493604, -6.442291)",1336.67,2017-05-08 06:30:11+00:00
"(42.495059, -6.442755)",1319.437,2017-05-08 06:30:27+00:00
"(42.495312, -6.443082)",1316.787,2017-05-08 06:30:31+00:00
"(42.496082, -6.445148)",1289.244,2017-05-08 06:31:24+00:00
"(42.496537, -6.445453)",1286.393,2017-05-08 06:31:38+00:00
"(42.496973, -6.445291)",1280.367,2017-05-08 06:31:44+00:00
"(42.497676, -6.444196)",1271.974,2017-05-08 06:31:57+00:00
"(42.497894, -6.444231)",1268.655,2017-05-08 06:32:00+00:00
"(42.498116, -6.444493)",1263.807,2017-05-08 06:32:03+00:00
"(42.49847, -6.445276)",1257.517,2017-05-08 06:32:09+00:00
"(42.498642, -6.446126)",1248.508,2017-05-08 06:32:16+00:00
"(42.498379, -6.447989)",1227.396,2017-05-08 06:32:28+00:00
"(42.498377, -6.449088)",1220.734,2017-05-08 06:32:35+00:00
"(42.498979, -6.450603)",1212.221,2017-05-08 06:32:50+00:00
"(42.499298, -6.45291)",1192.671,2017-05-08 06:33:07+00:00
"(42.499171, -6.453584)",1182.458,2017-05-08 06:33:13+00:00
"(42.498572, -6.454279)",1175.717,2017-05-08 06:33:21+00:00
"(42.498247, -6.455312)",1166.421,2017-05-08 06:34:07+00:00
"(42.497713, -6.45594)",1158.058,2017-05-08 06:34:21+00:00
"(42.498325, -6.456266)",1152.832,2017-05-08 06:34:57+00:00
"(42.499534, -6.458242)",1140.192,2017-05-08 06:35:47+00:00
"(42.500591, -6.458611)",1129.711,2017-05-08 06:36:06+00:00
"(42.501744, -6.459612)",1118.108,2017-05-08 06:36:25+00:00
"(42.503033, -6.460859)",1109.024,2017-05-08 06:36:48+00:00
"(42.50471, -6.462836)",1094.882,2017-05-08 06:37:09+00:00
"(42.507268, -6.46754)",1062.269,2017-05-08 06:37:49+00:00
"(42.507893, -6.468015)",1051.799,2017-05-08 06:37:58+00:00
"(42.508658, -6.467777)",1047.016,2017-05-08 06:38:07+00:00
"(42.509333, -6.467883)",1035.715,2017-05-08 06:38:13+00:00
"(42.509746, -6.468106)",1031.479,2017-05-08 06:38:17+00:00
"(42.513188, -6.472048)",996.276,2017-05-08 06:39:27+00:00
"(42.514599, -6.471753)",985.632,2017-05-08 06:39:43+00:00
"(42.515153, -6.470959)",981.592,2017-05-08 06:39:54+00:00
"(42.515861, -6.470546)",974.611,2017-05-08 06:40:03+00:00
"(42.516321, -6.470543)",971.908,2017-05-08 06:40:08+00:00
"(42.519622, -6.477064)",953.044,2017-05-08 06:41:10+00:00
"(42.520598, -6.477793)",946.992,2017-05-08 06:41:45+00:00
"(42.521405, -6.47817)",941.629,2017-05-08 06:41:55+00:00
"(42.521974, -6.478755)",939.139,2017-05-08 06:42:05+00:00
"(42.522621, -6.479082)",936.536,2017-05-08 06:42:16+00:00
"(42.522939, -6.478963)",934.955,2017-05-08 06:42:21+00:00
"(42.523243, -6.478483)",937.079,2017-05-08 06:42:28+00:00
"(42.523914, -6.478827)",935.766,2017-05-08 06:43:27+00:00
"(42.523807, -6.479622)",926.518,2017-05-08 06:43:38+00:00
"(42.523938, -6.480154)",926.998,2017-05-08 06:43:45+00:00
"(42.524429, -6.481479)",916.617,2017-05-08 06:43:58+00:00
"(42.525339, -6.483234)",904.708,2017-05-08 06:44:12+00:00
"(42.526293, -6.484958)",893.942,2017-05-08 06:44:27+00:00
"(42.52656, -6.484998)",894.03,2017-05-08 06:44:31+00:00
"(42.526943, -6.484656)",896.037,2017-05-08 06:44:38+00:00
"(42.527261, -6.485032)",895.717,2017-05-08 06:44:49+00:00
"(42.527261, -6.485788)",892.034,2017-05-08 06:45:13+00:00
"(42.526511, -6.486903)",880.523,2017-05-08 06:45:25+00:00
"(42.526308, -6.487913)",879.147,2017-05-08 06:45:33+00:00
"(42.526504, -6.491697)",859.464,2017-05-08 06:45:59+00:00
"(42.526385, -6.492554)",852.451,2017-05-08 06:46:06+00:00
"(42.526779, -6.493305)",846.601,2017-05-08 06:46:13+00:00
"(42.528007, -6.493847)",841.211,2017-05-08 06:46:27+00:00
"(42.528376, -6.494527)",840.008,2017-05-08 06:47:04+00:00
"(42.528102, -6.496289)",830.296,2017-05-08 06:47:21+00:00
"(42.527964, -6.496347)",828.184,2017-05-08 06:47:23+00:00
"(42.527429, -6.496091)",820.541,2017-05-08 06:47:31+00:00
"(42.527131, -6.496148)",820.991,2017-05-08 06:47:35+00:00
"(42.526498, -6.497255)",814.688,2017-05-08 06:47:47+00:00
"(42.525883, -6.497809)",810.827,2017-05-08 06:47:55+00:00
"(42.525569, -6.498611)",803.821,2017-05-08 06:48:03+00:00
"(42.525251, -6.498795)",801.438,2017-05-08 06:48:08+00:00
"(42.524821, -6.49847)",794.837,2017-05-08 06:48:16+00:00
"(42.524521, -6.498506)",797.749,2017-05-08 06:48:20+00:00
"(42.52428, -6.499087)",795.013,2017-05-08 06:48:27+00:00
"(42.523755, -6.499778)",796.708,2017-05-08 06:48:36+00:00
"(42.523595, -6.500792)",792.364,2017-05-08 06:48:45+00:00
"(42.523687, -6.501872)",782.192,2017-05-08 06:48:55+00:00
"(42.523127, -6.503526)",782.359,2017-05-08 06:49:47+00:00
"(42.522597, -6.504453)",783.049,2017-05-08 06:49:58+00:00
"(42.522659, -6.504643)",776.166,2017-05-08 06:50:01+00:00
"(42.522817, -6.504587)",771.285,2017-05-08 06:50:04+00:00
"(42.523328, -6.503659)",767.319,2017-05-08 06:50:14+00:00
"(42.523553, -6.502924)",770.546,2017-05-08 06:50:21+00:00
"(42.523705, -6.50289)",768.578,2017-05-08 06:50:24+00:00
"(42.523886, -6.503986)",757.633,2017-05-08 06:50:34+00:00
"(42.523609, -6.505919)",743.026,2017-05-08 06:50:48+00:00
"(42.523967, -6.508672)",710.708,2017-05-08 06:51:12+00:00
"(42.525568, -6.508899)",709.418,2017-05-08 06:52:06+00:00
"(42.525962, -6.508558)",714.686,2017-05-08 06:52:13+00:00
"(42.526659, -6.509544)",709.763,2017-05-08 06:52:24+00:00
"(42.526773, -6.510021)",703.443,2017-05-08 06:52:29+00:00
"(42.526691, -6.510828)",688.02,2017-05-08 06:53:16+00:00
"(42.527262, -6.511244)",685.729,2017-05-08 06:53:24+00:00
"(42.528572, -6.511225)",671.683,2017-05-08 06:53:36+00:00
"(42.52952, -6.51104)",672.19,2017-05-08 06:53:45+00:00
"(42.530183, -6.510716)",675.869,2017-05-08 06:53:54+00:00
"(42.530545, -6.51174)",649.504,2017-05-08 06:54:26+00:00
"(42.531497, -6.512759)",642.224,2017-05-08 06:54:45+00:00
"(42.532019, -6.512505)",650.208,2017-05-08 06:54:58+00:00
"(42.532622, -6.513011)",633.827,2017-05-08 06:55:33+00:00
"(42.533458, -6.512552)",636.185,2017-05-08 06:55:46+00:00
"(42.534084, -6.511911)",643.272,2017-05-08 06:55:55+00:00
"(42.534338, -6.511902)",643.752,2017-05-08 06:55:59+00:00
"(42.534385, -6.512141)",643.439,2017-05-08 06:56:02+00:00
"(42.533986, -6.512892)",631.088,2017-05-08 06:56:10+00:00
"(42.533831, -6.513849)",617.542,2017-05-08 06:56:18+00:00
"(42.534362, -6.51468)",619.759,2017-05-08 06:56:27+00:00
"(42.53487, -6.51634)",604.136,2017-05-08 06:56:41+00:00
"(42.535171, -6.516731)",602.617,2017-05-08 06:56:48+00:00
"(42.535077, -6.516704)",600.718,2017-05-08 06:57:08+00:00
"(42.535793, -6.517153)",596.608,2017-05-08 06:57:40+00:00
"(42.53721, -6.517682)",590.014,2017-05-08 06:58:24+00:00
"(42.537467, -6.517958)",588.912,2017-05-08 06:58:30+00:00
"(42.537404, -6.51811)",586.259,2017-05-08 06:58:55+00:00
"(42.537568, -6.518156)",587.189,2017-05-08 07:00:03+00:00
"(42.53756, -6.518378)",584.566,2017-05-08 07:00:28+00:00
"(42.537576, -6.518128)",587.675,2017-05-08 07:04:54+00:00
"(42.53759, -6.519185)",584.799,2017-05-08 07:05:29+00:00
"(42.538463, -6.521992)",581.156,2017-05-08 07:06:16+00:00
"(42.53905, -6.522707)",577.827,2017-05-08 07:06:58+00:00
"(42.540609, -6.526014)",578.468,2017-05-08 07:07:48+00:00
"(42.541945, -6.527991)",572.814,2017-05-08 07:08:15+00:00
"(42.545514, -6.535723)",571.008,2017-05-08 07:10:13+00:00
"(42.545548, -6.537754)",582.043,2017-05-08 07:11:13+00:00
"(42.546103, -6.539224)",582.521,2017-05-08 07:11:50+00:00
"(42.546363, -6.541949)",588.088,2017-05-08 07:12:52+00:00
"(42.545831, -6.548489)",614.658,2017-05-08 07:15:49+00:00
"(42.544817, -6.551376)",595.465,2017-05-08 07:17:01+00:00
"(42.544491, -6.553103)",580.094,2017-05-08 07:17:18+00:00
"(42.544079, -6.554195)",573.188,2017-05-08 07:17:44+00:00
"(42.543871, -6.555863)",559.655,2017-05-08 07:18:10+00:00
"(42.541965, -6.558089)",575.892,2017-05-08 07:19:48+00:00
"(42.541282, -6.559712)",576.373,2017-05-08 07:20:51+00:00
"(42.540461, -6.560781)",569.82,2017-05-08 07:21:10+00:00
"(42.540576, -6.560818)",569.108,2017-05-08 07:21:17+00:00
"(42.540491, -6.560753)",570.54,2017-05-08 07:21:50+00:00
"(42.539342, -6.561678)",560.128,2017-05-08 07:22:15+00:00
"(42.538791, -6.562621)",545.295,2017-05-08 07:23:00+00:00
"(42.538613, -6.564063)",532.785,2017-05-08 07:23:21+00:00
