coords,alt,time
"(42.417662, -3.20119)",767.019,2017-05-02 10:40:05+00:00
"(42.41772, -3.20159)",766.198,2017-05-02 10:40:14+00:00
"(42.418496, -3.203222)",764.562,2017-05-02 10:40:50+00:00
"(42.418577, -3.204081)",766.869,2017-05-02 10:41:05+00:00
"(42.41812, -3.205303)",769.616,2017-05-02 10:41:34+00:00
"(42.417331, -3.206279)",773.076,2017-05-02 10:42:11+00:00
"(42.416873, -3.207196)",774.713,2017-05-02 10:42:37+00:00
"(42.415924, -3.210253)",780.208,2017-05-02 10:44:06+00:00
"(42.415027, -3.211932)",783.662,2017-05-02 10:45:12+00:00
"(42.414313, -3.214817)",786.03,2017-05-02 10:46:35+00:00
"(42.41352, -3.216591)",788.637,2017-05-02 10:47:20+00:00
"(42.412926, -3.218397)",790.137,2017-05-02 10:48:10+00:00
"(42.412314, -3.224203)",797.384,2017-05-02 10:50:29+00:00
"(42.411448, -3.228036)",800.623,2017-05-02 10:52:06+00:00
"(42.411302, -3.230614)",803.897,2017-05-02 10:53:13+00:00
"(42.411479, -3.233288)",807.344,2017-05-02 10:54:25+00:00
"(42.412161, -3.235864)",810.079,2017-05-02 10:58:08+00:00
"(42.413135, -3.243904)",822.005,2017-05-02 11:01:52+00:00
"(42.412481, -3.244678)",827.525,2017-05-02 11:02:36+00:00
"(42.411517, -3.246791)",840.208,2017-05-02 11:04:31+00:00
"(42.408707, -3.251529)",847.558,2017-05-02 11:07:28+00:00
"(42.406556, -3.254038)",847.136,2017-05-02 11:08:54+00:00
"(42.40474, -3.259014)",861.993,2017-05-02 11:11:34+00:00
"(42.404645, -3.261139)",865.093,2017-05-02 11:12:53+00:00
"(42.40438, -3.261923)",859.48,2017-05-02 11:13:03+00:00
"(42.40471, -3.263364)",859.279,2017-05-02 11:13:30+00:00
"(42.404405, -3.264413)",862.653,2017-05-02 11:13:52+00:00
"(42.40458, -3.265824)",864.51,2017-05-02 11:14:25+00:00
"(42.404698, -3.272687)",881.467,2017-05-02 11:17:34+00:00
"(42.405048, -3.274056)",879.581,2017-05-02 11:17:53+00:00
"(42.405017, -3.27566)",881.819,2017-05-02 11:18:23+00:00
"(42.405246, -3.27674)",888.408,2017-05-02 11:19:01+00:00
"(42.40513, -3.278078)",890.637,2017-05-02 11:19:40+00:00
"(42.405524, -3.279548)",897.235,2017-05-02 11:20:40+00:00
"(42.405714, -3.281437)",898.552,2017-05-02 11:21:34+00:00
"(42.406372, -3.282017)",895.852,2017-05-02 11:23:00+00:00
"(42.405092, -3.283884)",891.489,2017-05-02 11:23:46+00:00
"(42.404151, -3.288052)",912.288,2017-05-02 11:26:26+00:00
"(42.40432, -3.28929)",920.562,2017-05-02 11:27:28+00:00
"(42.404074, -3.291231)",929.029,2017-05-02 11:28:58+00:00
"(42.403251, -3.29347)",936.527,2017-05-02 11:30:40+00:00
"(42.401423, -3.300956)",923.068,2017-05-02 11:34:53+00:00
"(42.396701, -3.302887)",929.214,2017-05-02 11:36:33+00:00
"(42.396435, -3.302873)",929.608,2017-05-02 11:36:39+00:00
"(42.395736, -3.302207)",935.083,2017-05-02 11:37:10+00:00
"(42.391583, -3.305675)",936.551,2017-05-02 11:39:05+00:00
"(42.39027, -3.307867)",937.348,2017-05-02 11:39:44+00:00
"(42.388983, -3.308686)",944.058,2017-05-02 11:40:32+00:00
"(42.388855, -3.308921)",946.475,2017-05-02 11:41:09+00:00
"(42.388871, -3.309404)",950.844,2017-05-02 11:41:33+00:00
"(42.388626, -3.309557)",954.528,2017-05-02 11:42:48+00:00
"(42.388616, -3.309743)",957.275,2017-05-02 11:43:23+00:00
"(42.389059, -3.310345)",960.559,2017-05-03 05:21:52+00:00
"(42.389127, -3.310063)",958.503,2017-05-03 05:21:57+00:00
"(42.388893, -3.309404)",950.723,2017-05-03 05:22:10+00:00
"(42.388379, -3.309606)",955.808,2017-05-03 05:22:44+00:00
"(42.387616, -3.310515)",975.516,2017-05-03 05:24:19+00:00
"(42.388123, -3.312536)",989.364,2017-05-03 05:26:54+00:00
"(42.388057, -3.313422)",994.681,2017-05-03 05:27:20+00:00
"(42.38861, -3.315809)",1017.631,2017-05-03 05:29:18+00:00
"(42.387898, -3.318732)",1049.418,2017-05-03 05:32:28+00:00
"(42.386727, -3.321999)",1076.457,2017-05-03 05:36:29+00:00
"(42.38641, -3.322243)",1076.351,2017-05-03 05:37:15+00:00
"(42.385818, -3.325074)",1085.628,2017-05-03 05:39:30+00:00
"(42.385579, -3.325264)",1086.898,2017-05-03 05:39:46+00:00
"(42.384735, -3.325065)",1098.715,2017-05-03 05:40:47+00:00
"(42.384252, -3.325297)",1103.226,2017-05-03 05:41:24+00:00
"(42.381474, -3.32893)",1128.808,2017-05-03 05:45:52+00:00
"(42.380234, -3.329975)",1131.57,2017-05-03 05:46:47+00:00
"(42.378819, -3.331791)",1143.468,2017-05-03 05:48:19+00:00
"(42.378196, -3.332359)",1146.055,2017-05-03 05:48:57+00:00
"(42.376286, -3.335391)",1152.055,2017-05-03 05:51:34+00:00
"(42.374829, -3.336979)",1156.982,2017-05-03 05:53:09+00:00
"(42.373479, -3.34013)",1148.611,2017-05-03 06:00:05+00:00
"(42.372882, -3.341983)",1149.525,2017-05-03 06:00:46+00:00
"(42.372985, -3.341826)",1150.642,2017-05-03 06:01:51+00:00
"(42.372112, -3.343507)",1134.625,2017-05-03 06:02:47+00:00
"(42.370418, -3.347416)",1122.326,2017-05-03 06:05:42+00:00
"(42.369926, -3.348191)",1122.708,2017-05-03 06:06:04+00:00
"(42.368982, -3.348797)",1127.308,2017-05-03 06:06:40+00:00
"(42.36803, -3.350029)",1142.293,2017-05-03 06:08:33+00:00
"(42.366508, -3.35358)",1147.281,2017-05-03 06:11:11+00:00
"(42.366239, -3.356228)",1155.938,2017-05-03 06:12:52+00:00
"(42.36589, -3.357899)",1155.648,2017-05-03 06:13:42+00:00
"(42.36614, -3.360237)",1149.065,2017-05-03 06:14:16+00:00
"(42.366077, -3.362193)",1148.284,2017-05-03 06:14:46+00:00
"(42.366298, -3.365192)",1146.128,2017-05-03 06:15:28+00:00
"(42.367124, -3.368241)",1141.645,2017-05-03 06:16:25+00:00
"(42.367953, -3.369322)",1138.683,2017-05-03 06:16:43+00:00
"(42.368765, -3.371057)",1134.625,2017-05-03 06:17:10+00:00
"(42.369203, -3.373727)",1132.017,2017-05-03 06:17:51+00:00
"(42.369557, -3.37454)",1130.308,2017-05-03 06:18:04+00:00
"(42.370018, -3.379266)",1125.089,2017-05-03 06:21:29+00:00
"(42.37063, -3.381472)",1118.857,2017-05-03 06:21:50+00:00
"(42.374103, -3.391443)",1097.184,2017-05-03 06:23:43+00:00
"(42.374314, -3.394043)",1094.774,2017-05-03 06:24:10+00:00
"(42.374897, -3.396292)",1092.091,2017-05-03 06:24:36+00:00
"(42.376228, -3.403444)",1084.04,2017-05-03 06:26:16+00:00
"(42.377312, -3.410159)",1069.014,2017-05-03 06:27:49+00:00
"(42.377279, -3.412591)",1057.721,2017-05-03 06:28:08+00:00
"(42.377894, -3.416824)",1053.099,2017-05-03 06:28:54+00:00
"(42.377993, -3.418346)",1047.907,2017-05-03 06:29:13+00:00
"(42.377705, -3.42015)",1045.527,2017-05-03 06:29:36+00:00
"(42.377605, -3.421825)",1036.708,2017-05-03 06:29:51+00:00
"(42.377741, -3.42298)",1031.63,2017-05-03 06:30:03+00:00
"(42.37737, -3.426688)",1015.018,2017-05-03 06:30:35+00:00
"(42.377431, -3.429426)",1010.685,2017-05-03 06:31:36+00:00
"(42.376878, -3.432588)",1003.525,2017-05-03 06:32:07+00:00
"(42.376527, -3.433392)",1004.582,2017-05-03 06:32:17+00:00
"(42.376009, -3.434047)",1006.411,2017-05-03 06:32:33+00:00
"(42.375716, -3.436293)",1004.615,2017-05-03 06:34:42+00:00
"(42.375805, -3.436885)",1004.182,2017-05-03 06:35:44+00:00
"(42.375765, -3.43674)",1004.218,2017-05-03 06:36:44+00:00
"(42.3759, -3.436731)",1003.898,2017-05-03 06:36:56+00:00
"(42.375769, -3.436709)",1004.217,2017-05-03 06:37:03+00:00
"(42.375757, -3.436185)",1004.808,2017-05-03 06:37:23+00:00
"(42.375669, -3.436554)",1004.692,2017-05-03 06:37:42+00:00
"(42.375815, -3.43665)",1004.16,2017-05-03 06:37:54+00:00
"(42.375712, -3.436567)",1004.487,2017-05-03 06:38:23+00:00
"(42.375842, -3.436547)",1004.067,2017-05-03 06:38:34+00:00
"(42.37591, -3.4367)",1003.764,2017-05-03 06:38:47+00:00
"(42.375732, -3.437172)",1003.583,2017-05-03 06:39:09+00:00
"(42.375769, -3.436892)",1004.247,2017-05-03 06:39:58+00:00
"(42.375855, -3.43776)",1002.024,2017-05-03 06:41:20+00:00
"(42.376226, -3.437542)",1000.161,2017-05-03 06:46:24+00:00
"(42.375827, -3.437795)",1002.021,2017-05-03 06:46:54+00:00
"(42.37596, -3.437897)",1001.513,2017-05-03 06:47:37+00:00
"(42.376338, -3.440842)",1001.408,2017-05-03 06:48:47+00:00
"(42.376206, -3.441247)",1003.377,2017-05-03 06:48:59+00:00
"(42.375995, -3.441382)",1004.895,2017-05-03 06:49:10+00:00
"(42.375819, -3.443078)",1008.112,2017-05-03 06:49:58+00:00
"(42.37537, -3.444406)",1010.782,2017-05-03 06:50:31+00:00
"(42.375146, -3.445693)",1013.299,2017-05-03 06:51:03+00:00
"(42.374729, -3.448537)",1013.068,2017-05-03 06:52:01+00:00
"(42.37464, -3.452024)",1011.322,2017-05-03 06:53:06+00:00
"(42.374342, -3.452868)",1011.269,2017-05-03 06:53:26+00:00
"(42.374292, -3.454217)",1010.074,2017-05-03 06:53:51+00:00
"(42.373338, -3.458214)",1005.056,2017-05-03 06:54:57+00:00
"(42.372266, -3.461301)",1002.021,2017-05-03 06:55:52+00:00
"(42.37191, -3.463154)",1000.808,2017-05-03 06:56:23+00:00
"(42.371812, -3.465282)",999.048,2017-05-03 06:56:58+00:00
"(42.372286, -3.468452)",999.356,2017-05-03 06:59:38+00:00
"(42.372116, -3.469246)",997.243,2017-05-03 06:59:49+00:00
"(42.372371, -3.470467)",997.833,2017-05-03 07:00:13+00:00
"(42.37236, -3.471551)",996.26,2017-05-03 07:00:32+00:00
"(42.372001, -3.473285)",986.649,2017-05-03 07:02:15+00:00
"(42.370275, -3.476403)",964.923,2017-05-03 07:03:29+00:00
"(42.369843, -3.477475)",963.61,2017-05-03 07:03:42+00:00
"(42.369733, -3.478218)",965.085,2017-05-03 07:03:54+00:00
"(42.369915, -3.479065)",966.989,2017-05-03 07:04:39+00:00
"(42.370258, -3.479646)",967.117,2017-05-03 07:05:00+00:00
"(42.37027, -3.48055)",964.008,2017-05-03 07:05:13+00:00
"(42.371177, -3.482692)",955.749,2017-05-03 07:05:32+00:00
"(42.371658, -3.484329)",949.697,2017-05-03 07:05:45+00:00
"(42.371775, -3.489416)",949.234,2017-05-03 07:06:34+00:00
"(42.37414, -3.501947)",954.124,2017-05-03 07:10:41+00:00
"(42.375305, -3.505577)",954.081,2017-05-03 07:11:56+00:00
"(42.377669, -3.509701)",952.17,2017-05-03 07:13:41+00:00
"(42.377306, -3.510375)",952.094,2017-05-03 07:14:17+00:00
"(42.377146, -3.512297)",954.311,2017-05-03 07:14:51+00:00
"(42.377876, -3.51515)",965.441,2017-05-03 07:16:17+00:00
"(42.378001, -3.516763)",970.781,2017-05-03 07:17:45+00:00
"(42.378263, -3.517294)",972.309,2017-05-03 07:18:38+00:00
"(42.378252, -3.51762)",973.708,2017-05-03 07:19:12+00:00
"(42.378876, -3.519575)",979.665,2017-05-03 07:20:18+00:00
"(42.379055, -3.521557)",991.473,2017-05-03 07:21:45+00:00
"(42.379018, -3.522878)",1005.44,2017-05-03 07:23:09+00:00
"(42.378693, -3.523728)",1014.69,2017-05-03 07:24:28+00:00
"(42.378865, -3.524044)",1018.647,2017-05-03 07:24:57+00:00
"(42.378915, -3.524829)",1024.686,2017-05-03 07:25:55+00:00
"(42.379425, -3.525953)",1028.91,2017-05-03 07:29:16+00:00
"(42.379276, -3.525952)",1029.587,2017-05-03 07:33:43+00:00
"(42.379169, -3.527253)",1037.252,2017-05-03 07:35:46+00:00
"(42.379437, -3.527685)",1041.653,2017-05-03 07:36:31+00:00
"(42.37954, -3.52864)",1052.708,2017-05-03 07:37:45+00:00
"(42.380114, -3.529538)",1056.908,2017-05-03 07:40:25+00:00
"(42.380286, -3.53082)",1059.756,2017-05-03 07:41:43+00:00
"(42.379957, -3.532025)",1068.084,2017-05-03 07:43:36+00:00
"(42.379839, -3.533351)",1072.641,2017-05-03 07:47:57+00:00
"(42.379444, -3.53473)",1076.061,2017-05-03 07:49:27+00:00
"(42.378648, -3.536196)",1069.518,2017-05-03 07:50:55+00:00
"(42.378285, -3.536442)",1065.197,2017-05-03 07:52:29+00:00
"(42.377511, -3.538121)",1044.611,2017-05-03 07:53:48+00:00
"(42.377208, -3.540035)",1025.688,2017-05-03 07:54:49+00:00
"(42.377241, -3.544892)",1006.524,2017-05-03 07:58:49+00:00
"(42.376571, -3.547852)",1000.204,2017-05-03 07:59:45+00:00
"(42.375624, -3.550955)",993.214,2017-05-03 08:00:47+00:00
"(42.374698, -3.552189)",989.908,2017-05-03 08:01:08+00:00
"(42.373888, -3.554058)",984.093,2017-05-03 08:01:37+00:00
"(42.371939, -3.553854)",971.451,2017-05-03 08:02:06+00:00
"(42.370454, -3.554628)",959.878,2017-05-03 08:02:31+00:00
"(42.369402, -3.554186)",950.268,2017-05-03 08:02:52+00:00
"(42.368285, -3.556372)",939.625,2017-05-03 08:03:20+00:00
"(42.367639, -3.557195)",938.014,2017-05-03 08:03:33+00:00
"(42.367194, -3.557405)",936.638,2017-05-03 08:03:41+00:00
"(42.365928, -3.557437)",934.185,2017-05-03 08:04:02+00:00
"(42.365107, -3.557225)",932.642,2017-05-03 08:04:16+00:00
"(42.364378, -3.55674)",930.722,2017-05-03 08:05:48+00:00
"(42.363304, -3.55562)",928.214,2017-05-03 08:06:18+00:00
"(42.362811, -3.555401)",927.108,2017-05-03 08:06:27+00:00
"(42.361619, -3.555726)",926.215,2017-05-03 08:06:50+00:00
"(42.360638, -3.556676)",924.633,2017-05-03 08:07:14+00:00
"(42.360162, -3.557366)",923.69,2017-05-03 08:07:26+00:00
"(42.35852, -3.561795)",919.73,2017-05-03 08:08:39+00:00
"(42.358464, -3.562626)",919.527,2017-05-03 08:08:50+00:00
"(42.358767, -3.56451)",919.656,2017-05-03 08:09:19+00:00
"(42.358489, -3.566192)",916.32,2017-05-03 08:09:44+00:00
"(42.358479, -3.567353)",915.527,2017-05-03 08:10:00+00:00
"(42.359522, -3.57296)",912.365,2017-05-03 08:11:22+00:00
"(42.359673, -3.575068)",911.868,2017-05-03 08:11:54+00:00
"(42.359514, -3.577059)",910.214,2017-05-03 08:12:25+00:00
"(42.359659, -3.580492)",908.208,2017-05-03 08:13:14+00:00
"(42.359811, -3.581682)",908.677,2017-05-03 08:13:32+00:00
"(42.360405, -3.583136)",910.255,2017-05-03 08:14:01+00:00
"(42.359988, -3.585101)",906.072,2017-05-03 08:14:29+00:00
"(42.360246, -3.587446)",904.032,2017-05-03 08:15:01+00:00
"(42.360969, -3.590265)",902.019,2017-05-03 08:15:42+00:00
"(42.361246, -3.592212)",904.468,2017-05-03 08:16:18+00:00
"(42.362139, -3.594289)",906.752,2017-05-03 08:17:16+00:00
"(42.362133, -3.595519)",907.489,2017-05-03 08:17:33+00:00
"(42.362323, -3.596404)",906.999,2017-05-03 08:17:52+00:00
"(42.361749, -3.596587)",906.807,2017-05-03 08:18:08+00:00
"(42.361711, -3.596756)",907.327,2017-05-03 08:18:13+00:00
"(42.361695, -3.596544)",906.608,2017-05-03 08:18:54+00:00
"(42.361931, -3.596432)",907.02,2017-05-03 08:19:18+00:00
"(42.3616, -3.596338)",905.448,2017-05-03 08:19:42+00:00
"(42.361172, -3.59584)",901.115,2017-05-03 08:19:51+00:00
"(42.360914, -3.59602)",901.555,2017-05-03 08:19:57+00:00
"(42.358638, -3.605219)",898.052,2017-05-03 08:22:30+00:00
"(42.357848, -3.60666)",899.281,2017-05-03 08:23:00+00:00
"(42.357197, -3.607419)",901.415,2017-05-03 08:23:25+00:00
"(42.356324, -3.610575)",898.932,2017-05-03 08:24:20+00:00
"(42.355079, -3.609818)",898.026,2017-05-03 08:24:58+00:00
"(42.353762, -3.612555)",899.847,2017-05-03 08:25:57+00:00
"(42.352759, -3.616387)",892.911,2017-05-03 08:27:01+00:00
"(42.348624, -3.621602)",885.008,2017-05-03 08:28:47+00:00
"(42.347515, -3.622324)",885.053,2017-05-03 08:29:17+00:00
"(42.346476, -3.623845)",884.091,2017-05-03 08:29:52+00:00
"(42.34499, -3.626658)",883.978,2017-05-03 08:30:54+00:00
"(42.344571, -3.626985)",883.968,2017-05-03 08:31:07+00:00
"(42.34359, -3.627374)",883.025,2017-05-03 08:32:16+00:00
"(42.343233, -3.62718)",884.094,2017-05-03 08:32:29+00:00
"(42.341616, -3.627117)",884.088,2017-05-03 08:33:15+00:00
"(42.341388, -3.627482)",884.055,2017-05-03 08:33:24+00:00
"(42.34086, -3.629492)",882.745,2017-05-03 08:34:24+00:00
"(42.34039, -3.629499)",881.147,2017-05-03 08:34:35+00:00
"(42.339926, -3.629874)",882.111,2017-05-03 08:35:47+00:00
"(42.339393, -3.629988)",882.008,2017-05-03 08:35:59+00:00
"(42.339292, -3.630193)",882.435,2017-05-03 08:36:03+00:00
"(42.34034, -3.634148)",881.323,2017-05-03 08:37:11+00:00
"(42.34099, -3.635449)",881.86,2017-05-03 08:37:43+00:00
"(42.341487, -3.636085)",880.27,2017-05-03 08:38:04+00:00
"(42.340839, -3.638015)",879.017,2017-05-03 08:39:01+00:00
"(42.340891, -3.639179)",878.286,2017-05-03 08:39:20+00:00
"(42.340483, -3.640961)",877.57,2017-05-03 08:39:53+00:00
"(42.340299, -3.641478)",877.147,2017-05-03 08:40:15+00:00
"(42.339857, -3.641694)",877.984,2017-05-03 08:40:47+00:00
"(42.339581, -3.642804)",877.007,2017-05-03 08:41:30+00:00
"(42.339639, -3.64475)",876.017,2017-05-03 08:42:09+00:00
"(42.340125, -3.647642)",875.008,2017-05-03 08:42:57+00:00
"(42.340666, -3.648312)",875.649,2017-05-03 08:43:19+00:00
"(42.340828, -3.649511)",874.027,2017-05-03 08:43:42+00:00
"(42.34148, -3.650631)",872.824,2017-05-03 08:44:07+00:00
"(42.341729, -3.65178)",871.664,2017-05-03 08:44:25+00:00
"(42.342293, -3.655129)",870.571,2017-05-03 08:45:19+00:00
"(42.342483, -3.658081)",871.01,2017-05-03 08:46:11+00:00
"(42.342908, -3.659593)",869.364,2017-05-03 08:46:37+00:00
"(42.342864, -3.660998)",868.841,2017-05-03 08:47:01+00:00
"(42.342537, -3.662578)",868.016,2017-05-03 08:47:39+00:00
"(42.342952, -3.66453)",867.076,2017-05-03 08:48:23+00:00
"(42.343815, -3.666187)",865.713,2017-05-03 08:48:49+00:00
"(42.344166, -3.668175)",866.008,2017-05-03 08:49:18+00:00
"(42.343878, -3.671244)",865.562,2017-05-03 08:49:59+00:00
"(42.343534, -3.672265)",865.06,2017-05-03 08:50:13+00:00
"(42.343593, -3.673044)",865.017,2017-05-03 08:50:23+00:00
"(42.343368, -3.675074)",863.967,2017-05-03 08:50:50+00:00
"(42.343166, -3.675475)",864.094,2017-05-03 08:50:56+00:00
"(42.342541, -3.675771)",864.063,2017-05-03 08:51:15+00:00
"(42.341623, -3.683524)",861.097,2017-05-03 08:52:52+00:00
"(42.341632, -3.683778)",860.934,2017-05-03 08:52:58+00:00
"(42.341896, -3.683901)",860.232,2017-05-03 08:53:10+00:00
"(42.342564, -3.684993)",859.592,2017-05-03 08:53:41+00:00
"(42.342491, -3.686114)",859.111,2017-05-03 08:54:15+00:00
"(42.341238, -3.692497)",857.108,2017-05-03 08:56:22+00:00
"(42.341005, -3.692764)",857.634,2017-05-03 08:56:36+00:00
"(42.340842, -3.694539)",856.632,2017-05-03 08:57:28+00:00
"(42.340409, -3.696823)",855.829,2017-05-03 08:58:18+00:00
"(42.339826, -3.698717)",855.619,2017-05-03 08:59:54+00:00
"(42.33982, -3.699096)",855.936,2017-05-03 09:00:13+00:00
"(42.340409, -3.699481)",855.995,2017-05-03 09:00:35+00:00
"(42.340526, -3.699713)",855.869,2017-05-03 09:00:55+00:00
"(42.340399, -3.69963)",855.276,2017-05-03 09:01:55+00:00
"(42.340267, -3.700074)",854.278,2017-05-03 09:02:11+00:00
"(42.340017, -3.701612)",854.133,2017-05-03 09:02:55+00:00
"(42.340135, -3.701894)",854.926,2017-05-03 09:03:12+00:00
"(42.339882, -3.702173)",854.208,2017-05-03 09:03:35+00:00
"(42.339589, -3.703691)",854.758,2017-05-03 09:05:11+00:00
"(42.340119, -3.704131)",855.956,2017-05-03 09:06:03+00:00
"(42.340442, -3.703844)",855.573,2017-05-03 09:06:19+00:00
"(42.340233, -3.703918)",855.223,2017-05-03 09:07:33+00:00
"(42.340123, -3.703748)",855.64,2017-05-03 09:09:27+00:00
"(42.340371, -3.704164)",857.099,2017-05-03 09:10:51+00:00
"(42.34025, -3.704118)",855.893,2017-05-03 09:11:40+00:00
"(42.340313, -3.703961)",855.58,2017-05-03 09:13:27+00:00
"(42.340288, -3.704072)",855.775,2017-05-03 09:14:00+00:00
"(42.340115, -3.703917)",855.628,2017-05-03 09:16:18+00:00
"(42.340041, -3.704177)",856.02,2017-05-03 09:16:33+00:00
"(42.340051, -3.704443)",856.208,2017-05-03 09:17:14+00:00
"(42.340272, -3.70458)",857.988,2017-05-03 09:18:39+00:00
"(42.34032, -3.704368)",857.356,2017-05-03 09:21:26+00:00
"(42.340207, -3.704412)",856.733,2017-05-03 09:22:02+00:00
"(42.340453, -3.704746)",860.923,2017-05-03 09:22:37+00:00
"(42.340541, -3.705222)",865.02,2017-05-03 09:23:20+00:00
"(42.340351, -3.705312)",862.969,2017-05-03 09:23:51+00:00
"(42.34049, -3.705098)",862.713,2017-05-03 09:25:41+00:00
"(42.340399, -3.704755)",860.41,2017-05-03 09:26:55+00:00
"(42.340055, -3.704404)",856.227,2017-05-03 09:28:20+00:00
"(42.340553, -3.704489)",861.168,2017-05-03 09:32:59+00:00
"(42.34025, -3.70465)",858.214,2017-05-03 09:36:08+00:00
"(42.340512, -3.704535)",860.808,2017-05-03 09:38:25+00:00
"(42.340486, -3.703881)",855.783,2017-05-03 09:40:25+00:00
"(42.340109, -3.704093)",855.981,2017-05-03 09:41:26+00:00
"(42.340068, -3.704347)",856.278,2017-05-03 09:41:35+00:00
"(42.34028, -3.703854)",855.078,2017-05-03 09:42:01+00:00
"(42.340728, -3.703504)",855.865,2017-05-03 09:43:09+00:00
"(42.340775, -3.703597)",855.894,2017-05-03 09:43:31+00:00
"(42.340723, -3.70347)",855.868,2017-05-03 09:43:36+00:00
"(42.341514, -3.702829)",856.075,2017-05-03 09:44:36+00:00
"(42.342206, -3.701997)",856.215,2017-05-03 09:45:33+00:00
"(42.342015, -3.701832)",856.065,2017-05-03 09:46:34+00:00
"(42.342124, -3.701895)",856.011,2017-05-03 09:47:19+00:00
"(42.341977, -3.701961)",856.008,2017-05-03 09:52:11+00:00
"(42.342044, -3.701816)",856.032,2017-05-03 09:52:27+00:00
"(42.341993, -3.702013)",856.02,2017-05-03 10:01:21+00:00
"(42.341693, -3.702078)",855.597,2017-05-03 10:02:05+00:00
"(42.341107, -3.701857)",855.017,2017-05-03 10:03:32+00:00
"(42.340878, -3.70205)",854.274,2017-05-03 10:04:28+00:00
"(42.340364, -3.702065)",854.783,2017-05-03 10:06:05+00:00
"(42.340167, -3.702248)",855.487,2017-05-03 10:06:21+00:00
"(42.339601, -3.703655)",854.894,2017-05-03 10:07:20+00:00
"(42.33875, -3.704928)",853.116,2017-05-03 10:16:12+00:00
"(42.338692, -3.704826)",852.176,2017-05-03 10:18:39+00:00
"(42.337497, -3.706858)",851.713,2017-05-03 10:21:10+00:00
"(42.337265, -3.708857)",852.508,2017-05-03 10:22:08+00:00
"(42.337482, -3.70917)",852.942,2017-05-03 10:22:40+00:00
"(42.337803, -3.709313)",852.42,2017-05-03 10:22:58+00:00
"(42.338636, -3.710825)",852.027,2017-05-03 10:23:28+00:00
"(42.338554, -3.711279)",851.597,2017-05-03 10:23:58+00:00
"(42.340702, -3.716759)",850.924,2017-05-03 10:26:23+00:00
"(42.340724, -3.717021)",850.323,2017-05-03 10:26:31+00:00
"(42.3403, -3.718099)",848.957,2017-05-03 10:27:40+00:00
"(42.340922, -3.719404)",848.084,2017-05-03 10:28:13+00:00
"(42.341245, -3.721307)",848.099,2017-05-03 10:28:57+00:00
"(42.341908, -3.728259)",846.007,2017-05-03 10:31:51+00:00
"(42.341834, -3.729187)",848.527,2017-05-03 10:32:10+00:00
"(42.342062, -3.729575)",845.508,2017-05-03 10:32:19+00:00
"(42.342434, -3.733002)",844.49,2017-05-03 10:33:28+00:00
"(42.342321, -3.733723)",845.148,2017-05-03 10:33:43+00:00
"(42.342538, -3.734249)",844.085,2017-05-03 10:33:55+00:00
"(42.342753, -3.7361)",844.075,2017-05-03 10:34:32+00:00
"(42.343264, -3.736849)",843.352,2017-05-03 10:34:53+00:00
"(42.343627, -3.738712)",843.011,2017-05-03 10:35:33+00:00
"(42.343757, -3.740355)",842.545,2017-05-03 10:36:13+00:00
"(42.343606, -3.743884)",841.082,2017-05-03 10:37:30+00:00
"(42.343694, -3.744993)",840.744,2017-05-03 10:37:54+00:00
"(42.343845, -3.745611)",840.305,2017-05-03 10:38:08+00:00
"(42.344937, -3.747924)",839.415,2017-05-03 10:39:02+00:00
"(42.345446, -3.749937)",839.008,2017-05-03 10:39:48+00:00
"(42.346494, -3.751948)",838.075,2017-05-03 10:40:35+00:00
"(42.346668, -3.753138)",838.023,2017-05-03 10:40:56+00:00
"(42.347484, -3.755535)",837.07,2017-05-03 10:41:47+00:00
"(42.348285, -3.75911)",836.08,2017-05-03 10:42:59+00:00
"(42.348454, -3.764078)",834.247,2017-05-03 10:44:30+00:00
"(42.349052, -3.765328)",834.086,2017-05-03 10:44:58+00:00
"(42.349404, -3.766813)",834.05,2017-05-03 10:45:24+00:00
"(42.350018, -3.76792)",834.027,2017-05-03 10:45:50+00:00
"(42.350241, -3.768083)",834.952,2017-05-03 10:45:58+00:00
"(42.350609, -3.767824)",834.553,2017-05-03 10:46:13+00:00
"(42.351747, -3.771095)",832.008,2017-05-03 10:47:12+00:00
"(42.352592, -3.777218)",832.608,2017-05-03 10:49:10+00:00
"(42.353063, -3.777547)",830.846,2017-05-03 10:49:24+00:00
"(42.352398, -3.7792)",831.044,2017-05-03 10:49:58+00:00
"(42.35226, -3.781857)",829.041,2017-05-03 10:50:36+00:00
"(42.35147, -3.784312)",829.381,2017-05-03 10:51:20+00:00
"(42.353038, -3.785484)",831.238,2017-05-03 10:52:22+00:00
"(42.353327, -3.786712)",828.067,2017-05-03 10:52:39+00:00
"(42.353118, -3.786907)",828.081,2017-05-03 10:52:46+00:00
"(42.352157, -3.78677)",828.078,2017-05-03 10:53:05+00:00
"(42.351881, -3.786858)",828.265,2017-05-03 10:53:12+00:00
"(42.351006, -3.788771)",827.268,2017-05-03 10:53:47+00:00
"(42.350871, -3.790507)",827.014,2017-05-03 10:54:15+00:00
"(42.350606, -3.791468)",826.008,2017-05-03 10:54:33+00:00
"(42.350764, -3.792323)",826.327,2017-05-03 10:54:48+00:00
"(42.350691, -3.794299)",826.215,2017-05-03 10:55:23+00:00
"(42.350724, -3.794535)",827.872,2017-05-03 10:55:28+00:00
"(42.351571, -3.795143)",828.442,2017-05-03 10:55:51+00:00
